Label,LabelNum,PEAK,PMEAN,PEEP1,I,E,FTOT,VTE,VETOT,PR,SpO2
healthy_VC_MTCleakage_30.0,2,12,5.9,3.2,1,2,13,325,4.23,57,99
healthy_VC_MTCleakage_30.0,2,11,6,3,1,2,14,328,4.49,59,99
healthy_VC_MTCleakage_30.0,2,12,5.9,3.5,1,2,13,323,4.21,59,99
healthy_VC_MTCleakage_30.0,2,12,6,3.5,1,2,13,325,4.22,59,99
healthy_VC_MTCleakage_30.0,2,11,6.1,3.6,1,2,14,326,4.44,59,99
healthy_VC_MTCleakage_30.0,2,12,6,3.5,1,2,13,325,4.21,59,99
healthy_VC_MTCleakage_30.0,2,11,6,3.1,1,2,13,327,4.24,59,99
healthy_VC_MTCleakage_30.0,2,12,6,3.6,1,2,13,324,4.21,59,99
healthy_VC_MTCleakage_30.0,2,12,5.9,3.6,1,2,13,324,4.21,58,99
healthy_VC_MTCleakage_30.0,2,11,5.8,3.3,1,2,13,324,4.2,59,99
healthy_VC_MTCleakage_30.0,2,12,5.9,3.6,1,2,13,323,4.2,59,99
healthy_VC_MTCleakage_30.0,2,11,5.8,3.6,1,2,13,321,4.19,59,99
healthy_VC_MTCleakage_30.0,2,12,6.2,3.6,1,2,14,327,4.45,59,99
healthy_VC_MTCleakage_30.0,2,12,5.9,3.6,1,2,13,322,4.2,59,99
healthy_VC_MTCleakage_30.0,2,11,5.8,3.1,1,2,13,326,4.22,58,99
healthy_VC_MTCleakage_30.0,2,11,5.9,3.1,1,2,13,325,4.25,59,99
healthy_VC_MTCleakage_30.0,2,11,5.7,3,1,2,13,323,4.19,59,99
healthy_VC_MTCleakage_30.0,2,12,6.3,3.6,1,2,14,324,4.67,58,99
healthy_VC_MTCleakage_30.0,2,12,3.5,6.2,1,2,14,326,4.44,59,99
healthy_VC_MTCleakage_30.0,2,12,6.3,3.5,1,2,14,325,4.66,59,99
healthy_VC_MTCleakage_30.0,2,11,6.3,3.3,1,2,14,327,4.69,59,99
healthy_VC_MTCleakage_30.0,2,12,5.9,3.6,1,2,13,321,4.17,59,99
healthy_VC_MTCleakage_30.0,2,12,5.9,3.5,1,2,13,324,4.21,59,99
healthy_VC_LTCleakage_30.0,3,12,6.5,2.8,1,2.2,16,342,5.35,58,99
healthy_VC_LTCleakage_30.0,3,12,6.5,3.4,1,2.2,15,344,5.31,59,99
healthy_VC_LTCleakage_30.0,3,12,6,2.8,1,2.2,14,344,4.69,59,99
healthy_VC_LTCleakage_30.0,3,12,6,2.8,1,2.2,14,338,4.69,58,99
healthy_VC_LTCleakage_30.0,3,12,6,3,1,2.2,14,339,4.61,58,99
healthy_VC_LTCleakage_30.0,3,12,6,3.3,1,2.2,14,341,4.67,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,3.3,1,2.2,13,338,4.39,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,3.1,1,2.2,13,337,4.39,59,99
healthy_VC_LTCleakage_30.0,3,12,6,2.9,1,2.2,14,343,4.68,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,3.2,1,2.2,14,343,337,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,3.2,1,2.2,13,336,4.37,59,99
healthy_VC_LTCleakage_30.0,3,12,6.1,3.2,1,2.2,14,344,4.7,58,99
healthy_VC_LTCleakage_30.0,3,12,6.1,3.1,1,2.2,14,342,4.68,57,99
healthy_VC_LTCleakage_30.0,3,12,6.3,3.1,1,2.2,15,342,5.02,57,99
healthy_VC_LTCleakage_30.0,3,12,6.1,3.1,1,2.2,14,342,4.7,59,99
healthy_VC_LTCleakage_30.0,3,12,5.9,3.3,1,2.2,13,340,4.44,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,3.3,1,2.2,13,340,4.42,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,3.2,1,2.2,13,341,4.43,59,99
healthy_VC_LTCleakage_30.0,3,12,6.1,3.2,1,2.2,14,340,4.7,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,2.9,1,2.2,13,341,4.45,59,99
healthy_VC_LTCleakage_30.0,3,12,5.9,3,1,2.2,13,341,4.44,59,99
healthy_VC_LTCleakage_30.0,3,12,6.1,3.2,1,2.2,14,342,4.72,59,99
healthy_VC_LTCleakage_30.0,3,12,5.8,3.4,1,2.2,13,340,4.43,59,99
healthy_VC_LTCleakage_30.0,3,12,5.9,3.5,1,2.2,13,343,4.48,59,99
healthy_VC_LTCleakage_30.0,3,12,6.3,3.3,1,2.2,15,345,5.04,59,99
healthy_VC_LTCleakage_30.0,3,12,6.4,3.3,1,2.2,15,346,5.04,58,99
healthy_VC_LTCleakage_30.0,3,12,5.9,3.3,1,2.2,13,342,4.44,58,99
healthy_VC_LTCleakage_30.0,3,12,5.9,3.3,1,2.2,13,342,4.44,59,99
healthy_VC_LTCleakage_30.0,3,12,5.9,3.1,1,2.2,13,341,4.43,59,99
healthy_VC_LTCleakage_30.0,3,12,6,3.6,1,2.2,13,342,4.47,59,99
healthy_VC_LTCleakage_30.0,3,12,6.1,3.6,1,2.2,13,342,4.44,59,99
healthy_VC_LTCleakage_30.0,3,12,6.3,3.7,1,2.2,14,341,4.73,59,99
healthy_VC_LTCleakage_30.0,3,12,6.3,3.6,1,2.2,14,339,4.74,59,99
healthy_VC_LTCleakage_30.0,3,12,6,2.9,1,2.2,14,347,4.75,59,99
healthy_VC_LTCleakage_30.0,3,12,6,3.1,1,2.2,14,343,4.75,59,99
healthy_VC_LTCleakage_30.0,3,12,6.3,3.3,1,2.2,15,345,5.08,58,99
healthy_VC_LTCleakage_30.0,3,12,6.3,3.6,1,2.2,15,348,5.05,58,99
healthy_VC_LTCleakage_30.0,3,12,6.3,3.6,1,2.2,15,349,5.04,59,99
healthy_VC_LTCleakage_30.0,3,12,6.4,3.6,1,2.2,15,346,5.05,59,99
healthy_VC_LTCleakage_30.0,3,12,6.2,3.6,1,2.2,14,340,4.74,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,312,4.07,58,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.2,1,2.2,13,317,4.11,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,315,4.1,58,99
healthy_VC_L1ETTblockage_30.0,4,12,5.9,3.5,1,2.2,13,317,4.12,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.9,3.5,1,2.2,13,315,4.1,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.9,3.4,1,2.2,13,320,4.13,58,99
healthy_VC_L1ETTblockage_30.0,4,12,6,3.4,1,2.2,14,314,4.38,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.9,3.4,1,2.2,13,315,4.11,58,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,316,4.11,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,3.2,1,2.2,15,315,4.69,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,314,4.38,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.3,1,2.2,14,314,4.39,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6,3.4,1,2.2,14,315,4.39,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6,3.3,1,2.2,14,315,4.4,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,3.4,1,2.2,15,315,4.69,57,99
healthy_VC_L1ETTblockage_30.0,4,12,6.2,3.4,1,2.2,14,319,4.38,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.3,1,2.2,14,316,4.39,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6,3.4,1,2.2,14,317,4.37,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,317,4.1,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,314,4.08,57,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,316,4.09,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,316,4.11,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,3.5,1,2.2,14,323,4.62,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,316,4.11,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,316,4.12,58,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,3.3,1,2.2,15,322,4.68,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,320,4.41,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,316,4.39,57,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,318,4.39,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,2.9,1,2.2,14,316,4.41,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,316,4.1,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,315,4.1,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,316,4.12,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,318,4.4,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,3.4,1,2.2,15,320,4.72,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,315,4.4,58,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,2.8,1,2.2,15,319,4.72,58,99
healthy_VC_L1ETTblockage_30.0,4,12,6.4,3.4,1,2.2,15,329,4.75,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.4,3.4,1,2.2,15,316,4.71,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.9,3.4,1,2.2,13,317,4.13,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,319,4.42,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.3,1,2.2,14,318,4.41,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6,3.3,1,2.2,14,315,4.38,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6,3.4,1,2.2,13,319,4.15,57,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,2.9,1,2.2,14,319,4.42,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3,1,2.2,14,319,4.41,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,3.5,1,2.2,15,318,4.7,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.4,1,2.2,14,321,4.41,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,318,4.13,58,99
healthy_VC_L1ETTblockage_30.0,4,12,6.4,3.5,1,2.2,15,318,4.74,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.3,1,2.2,13,318,4.12,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.1,3.3,1,2.2,14,320,4.44,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.9,3.4,1,2.2,13,320,4.14,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,2.3,1,2.2,13,317,4.11,57,99
healthy_VC_L1ETTblockage_30.0,4,12,5.8,3.4,1,2.2,13,319,4.13,59,99
healthy_VC_L1ETTblockage_30.0,4,12,5.9,3.4,1,2.2,13,320,4.16,59,99
healthy_VC_L1ETTblockage_30.0,4,12,6.3,3.5,1,2.2,15,316,4.71,57,99
healthy_VC_L2ETTblockage_30.0,5,13,6.6,3.6,1,2,13,316,5.89,57,99
healthy_VC_L2ETTblockage_30.0,5,13,6.6,3.5,1,2,13,453,5.89,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.6,3.5,1,2,13,454,5.89,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.6,3.6,1,2,13,454,5.9,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.6,3.5,1,2,13,454,5.89,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.6,3.5,1,2,13,454,5.9,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,454,5.9,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,454,5.9,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,454,5.91,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.4,1,2,13,455,5.91,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,455,5.92,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,455,5.92,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,455,5.9,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,455,5.92,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,455,5.92,57,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,457,5.92,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.4,1,2,13,457,5.93,57,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,455,5.92,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.4,1,2,13,456,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.4,1,2,13,457,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.5,1,2,13,455,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,456,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,457,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,2.9,1,2,13,456,5.94,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.5,1,2,13,455,5.92,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.5,1,2,13,455,5.92,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,456,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,456,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3,1,2,13,456,5.93,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.3,2.8,1,2,13,456,5.94,57,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,2.8,1,2,13,456,5.94,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.4,1,2,13,456,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.5,1,2,13,456,5.94,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.1,1,2,13,455,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,456,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3,1,2,13,457,5.94,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.5,1,2,13,456,5.93,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.6,1,2,13,456,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.3,3.6,1,2,13,455,5.93,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,2.8,1,2,13,458,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.4,3.5,1,2,13,458,5.94,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,458,5.94,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,458,5.94,58,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,457,5.94,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,457,5.94,57,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,457,5.94,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,457,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,458,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,458,5.96,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,457,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,458,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,458,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,458,5.94,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,458,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,458,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.5,1,2,13,457,5.95,59,99
healthy_VC_L2ETTblockage_30.0,5,13,6.5,3.6,1,2,13,457,5.94,58,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,452,5.88,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,453,5.88,58,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,453,5.89,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3.1,1,2,13,454,5.89,58,99
healthy_VC_L3ETTblockage_30.0,6,24,8.4,3,1,2,13,454,5.9,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3.1,1,2,13,454,5.9,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3.1,1,2,13,454,5.9,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,454,5.9,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.8,1,2,13,454,5.9,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.4,3.1,1,2,13,454,5.9,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,455,5.92,58,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3,1,2,13,455,5.91,57,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,454,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,454,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.4,2.9,1,2,13,456,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.8,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,455,5.92,57,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,454,5.92,57,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.4,3.6,1,2,13,452,5.89,58,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3.1,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3.1,1,2,13,456,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,455,5.91,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.4,3.6,1,2,13,452,5.89,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,455,5.92,58,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,455,5.92,57,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,455,5.92,57,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3.1,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.8,1,2,13,454,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,456,5.94,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,456,5.93,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,456,5.93,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3,1,2,13,456,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3.1,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,3,1,2,13,456,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.4,2.9,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.9,1,2,13,456,5.94,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,3,1,2,13,456,5.92,57,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.8,1,2,13,455,5.92,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.8,1,2,13,456,5.93,58,99
healthy_VC_L3ETTblockage_30.0,6,24,8.3,2.9,1,2,13,457,5.94,59,99
healthy_VC_L3ETTblockage_30.0,6,23,8.3,2.8,1,2,13,456,5.93,59,99
healthy_VC_L3ETTblockage_30.0,6,24,8.4,3,1,2,13,456,5.93,59,99
